epoch,acc,f1,loss,val_acc,val_f1,val_loss
64,0.949414074420929,0.9494122266769409,0.008822587318718433,0.9503939747810364,0.9503957033157349,0.008496582508087158
65,0.955273449420929,0.9552931189537048,0.008112823590636253,0.9479987621307373,0.947978138923645,0.0087429466,0.95917966,0.9564453363418579,0.9564517736434937,0.007749098353087902,0.9501925110816956,0.9501998424530029,0.008522340096533298
67,0.957226574420929,0.9572317600250244,0.008339773863554,0.9504051804542542,0.950411319732666,0.008457234129309654
68,0.9554687738418579,0.9554705619812012,0.007896955125033855,0.9507409334182739,0.9507470726966858,0.008463934063911438
69,0.9537109136581421,0.9537118673324585,0.008345874957740307,0.9505059123039246,0.9505096077919006,0.00850843358784914
70,0.9544922113418579,0.9544967412948608,0.00801086612045765,0.9515244364738464,0.9515362977981567,0.008589053526520729
71,0.954296886920929,0.9543030261993408,0.00824880413711071,0.9495209455490112,0.9495298862457275,0.00866570882499218
72,0.9583984613418579,0.9584087133407593,0.007619687356054783,0.95017009973526,0.9501824378967285,0.008621430024504662
73,0.956250011920929,0.9562638998031616,0.008121483027935028,0.9494537711143494,0.9494608044624329,0.00875222496688366
74,0.958789050579071,0.9587892293930054,0.0072909086011350155,0.950796902179718,0.9507834911346436,0.008546114899218082
75,0.961718738079071,0.9617229700088501,0.007557228207588196,0.9516028165817261,0.951614499092102,0.008560835383832455
76,0.961132824420929,0.9611382484436035,0.00756062800064683,0.9509312510490417,0.950918436050415,0.008576922118663788
77,0.9583984613418579,0.9583976864814758,0.007593492977321148,0.952050507068634,0.9520586729049683,0.008364875800907612
78,0.9574218988418579,0.957439661026001,0.00761644821614027,0.950920045375824,0.9509247541427612,0.008408961817622185
79,0.958984375,0.9589887857437134,0.007091966457664967,0.9524310827255249,0.9524400234222412,0.008221742697060108
80,0.9605468511581421,0.9605534076690674,0.007418090011924505,0.9523302912712097,0.9523407220840454,0.008358992636203766
81,0.956835925579071,0.9568423628807068,0.007566273212432861,0.952621340751648,0.9526305198669434,0.008217290975153446
82,0.960742175579071,0.9607486724853516,0.006996796932071447,0.9535951018333435,0.9536022543907166,0.008206993341445923
83,0.962890625,0.9628986120223999,0.006567426957190037,0.9542778730392456,0.9542890191078186,0.00818360224366188
84,0.9609375,0.9609453082084656,0.006776559166610241,0.9543114304542542,0.9543156623840332,0.00805935449898243
85,0.95703125,0.9570371508598328,0.007248148322105408,0.9521624445915222,0.9521527290344238,0.00822449941188097
86,0.958984375,0.9589924812316895,0.00754049327224493,0.9525429606437683,0.9525351524353027,0.008173540234565735
87,0.9634765386581421,0.9634880423545837,0.006776506546884775,0.9537293910980225,0.9537302851676941,0.008110405877232552
88,0.955859363079071,0.9558708071708679,0.007391090504825115,0.9507745504379272,0.9507540464401245,0.0084219407290289,0.989,0.963085949420929,0.9630993604660034,0.0067933774553239346,0.9518378376960754,0.9518386721611023,0.0082641458190,0.957890,0.963085949420929,0.9630861282348633,0.006743662990629673,0.9538637399673462,0.9538695812225342,0.008168230764567852
91,0.9580078125,0.9580103158950806,0.007504893001168966,0.9535167217254639,0.9535176753997803,0.00814047735184431
92,0.959765613079071,0.9597665071487427,0.007362483534961939,0.9531137943267822,0.9531245827674866,0.008279399015009403
93,0.961132824420929,0.961153507232666,0.007206454873085022,0.9501141905784607,0.9501039981842041,0.008430649526417255
94,0.9560546875,0.9560897350311279,0.007606002036482096,0.9532257318496704,0.9532351493835449,0.008207384496927261
95,0.961132824420929,0.9611315727233887,0.006996097508817911,0.9541882872581482,0.9541864395141602,0.00805541593581438
96,0.962109386920929,0.9621192216873169,0.006791201885789633,0.9552068114280701,0.9552120566368103,0.007903201505541801
97,0.9576171636581421,0.9576317667961121,0.007030418608337641,0.9544009566307068,0.9544095993041992,0.007946066558361053
98,0.9605468511581421,0.9605447053909302,0.0070651560090482235,0.9530354738235474,0.9530240297317505,0.008075793273746967
99,0.962109386920929,0.9621164798736572,0.007164946291595697,0.9532257318496704,0.9532150030136108,0.00100,0.956640601158100,0.9564453363418579,0.9564450979232788,0.007779245264828205,0.955329954624176,0.9553346633911133,0.007871012203395367
101,0.9605468511581421,0.960548996925354,0.006981129292398691,0.9552180171012878,0.9552223682403564,0.007817938923835754
102,0.9605468511581421,0.9605525732040405,0.007193473167717457,0.9543114304542542,0.9543113708496094,0.007855973206460476
103,0.960742175579071,0.9607579708099365,0.007373698987066746,0.9547927379608154,0.9547978639602661,0.007844503037631512
104,0.955078125,0.9551025629043579,0.0076880245469510555,0.9552180171012878,0.9552267789840698,0.007859447970986366
105,0.961132824420929,0.9611366391181946,0.00717757735401392,0.9548486471176147,0.9548484086990356,0.007884091697633266
106,0.9556640386581421,0.955664336681366,0.007692945655435324,0.9542219042778015,0.9542177319526672,0.007949328050017357
107,0.9574218988418579,0.957436203956604,0.007126820273697376,0.9550053477287292,0.9550075531005859,0.007860020734369755
108,0.961718738079071,0.9617207050323486,0.00659513846039772,0.9551172852516174,0.9551222324371338,0.007876542396843433
109,0.9605468511581421,0.9605474472045898,0.0073728724382817745,0.9552292227745056,0.9552328586578369,0.007861414924263954
110,0.9613281488418579,0.9613294005393982,0.006988616194576025,0.9552516341209412,0.9552570581436157,0.0078111,0.9560546875111,0.9603515863418579,0.960360050201416,0.0072718048468232155,0.9557552933692932,0.9557641744613647,0.007834558375179768
112,0.9595702886581421,0.9595698118209839,0.006915700621902943,0.955453097820282,0.9554576873779297,0.00783162098377943
113,0.9632812738418579,0.9632841348648071,0.006641712971031666,0.9552739858627319,0.9552774429321289114,0.958203136920929,0114,0.9599609375,0.959962010383606,0.007891020737588406,0.955016553401947,0.9550195932388306,0.007848906330764294
115,0.9603515863418579,0.9603607654571533,0.007372715510427952,0.9552627801895142,0.955269455909729,0.007824630476534367
116,0.9595702886581421,0.9595850706100464,0.007664996199309826,0.9554194808006287,0.9554297924041748,0.007886894978582859
117,0.959765613079071,0.9598004817962646,0.006902375724166632,0.9553411602973938,0.9553512334823608,0.007888410240411758
118,0.960742175579071,0.960745096206665,0.006783553399145603,0.9548598527908325,0.954862117767334,0.007857810705900192
119,0.9658203125,0.9658257365226746,0.006740252021700144,0.955453097820282,0.9554600715637207,0.007825239561498165
120,0.959765613079071,0.9597744345664978,0.007094379514455795,0.9553971290588379,0.9554046392440796,0.00783504731953144
121,0.9623047113418579,0.9623140096664429,0.007120227906852961,0.955329954624176,0.9553378224372864,0.007835594937205315
122,0.9605468511581421,0.9605658054351807,0.007071667816489935,0.9553187489509583,0.9553261399269104,0.007829196751117706
123,0.9585937261581421,0.9586052298545837,0.007225817535072565,0.9554418921470642,0.9554499983787537,0.007831082679331303
124,0.9585937261581421,0.9586115479469299,0.007114657200872898,0.9552963972091675,0.9553016424179077,0.007825460284948349
