epoch,acc,f1,loss,val_acc,val_f1,val_loss
0,0.694531261920929,0.6928015351295471,0.03914625197649002,0.5157033205032349,0.35092607140541077,0.04703381285071373
1,0.7992187738418579,0.7983812093734741,0.028426026925444603,0.6195603609085083,0.558444082736969,0.0394821316003792,0.82,0.8365234136581421,0.8364760279655457,0.02349674515426159,0.8166412711143494,0.8141749501228333,0.0245449338108303,0.83,0.870898425579071,0.8709617257118225,0.019411344081163406,0.8470854163169861,0.846082329750061,0.02141211924,0.8927734,0.8857421875,0.8858237266540527,0.01837111823260784,0.8769363164901733,0.8766716718673706,0.018534889444705,0.905,0.8998047113418579,0.8998235464096069,0.015776662155985832,0.8943745493888855,0.8943421840667725,0.01674626,0.8996093866,0.904101550579071,0.904097855091095,0.0152745321393013,0.8944752812385559,0.894394040107727,0.0167066807,0.9083987,0.913867175579071,0.9139119386672974,0.01488804817199707,0.9085221290588379,0.908544659614563,0.015141493640840054
8,0.915234386920929,0.9152602553367615,0.014548510313034058,0.8997246623039246,0.8997031450271606,0.015944313259,0.918949,0.9126952886581421,0.9127094745635986,0.014136061072349548,0.9015602469444275,0.9013756513595581,0.0152110,0.928320288610,0.9214843511581421,0.9215372800827026,0.013247394934296608,0.9151257872581482,0.9151182174682617,0.013811,0.926171898811,0.9271484613418579,0.9271799921989441,0.012773007154464722,0.9189537167549133,0.9189682006835938,0.013512,0.922851562512,0.927734375,0.9277621507644653,0.012850357219576836,0.9198043346405029,0.9197331666946411,0.01409513,0.92988282413,0.9384765625,0.9384993314743042,0.011087101884186268,0.9237553477287292,0.9237552881240845,0.01255200014,0.9281214,0.931835949420929,0.9318346977233887,0.012061679735779762,0.903910756111145,0.9035988450050354,0.01473422721015,0.9215,0.9296875,0.9297058582305908,0.012129707261919975,0.9081751704216003,0.9079289436340332,0.014209565706551075
16,0.9349609613418579,0.9349797964096069,0.010760177858173847,0.9276840090751648,0.927654504776001,0.011956064961850643
17,0.9339843988418579,0.9340152740478516,0.01146292220801115,0.926855742931366,0.9267891645431519,0.012890853919018,0.918,0.9417968988418579,0.9418084621429443,0.010363642126321793,0.934354841709137,0.9343709945678711,0.0111985094845219,0.919,0.941601574420929,0.9416059851646423,0.010333740152418613,0.9258260130882263,0.9257150292396545,0.0120132397860220,0.920,0.9457031488418579,0.9457011222839355,0.010121500119566917,0.9355748295783997,0.935579240322113,0.010783919133221,0.9321,0.945117175579071,0.9451276063919067,0.010503200814127922,0.9359441995620728,0.935957670211792,0.0107788117602422,0.922,0.943359375,0.9433811902999878,0.009617893025279045,0.9355412721633911,0.9355461597442627,0.01140149589627923,0.23,0.944140613079071,0.9441409111022949,0.009884954430162907,0.9402869939804077,0.9403016567230225,0.010312786325824,0.924,0.943554699420929,0.9435790181159973,0.009636876173317432,0.9344667792320251,0.9344205856323242,0.01085850037634325,0.25,0.9488281011581421,0.9488427639007568,0.008961901068687439,0.9352614879608154,0.9352355003356934,0.01073624659329626,0.26,0.948046863079071,0.9480485916137695,0.00937415100634098,0.9341198205947876,0.9340357780456543,0.01082799863070227,0.27,0.949999988079071,0.9500143527984619,0.009272731840610504,0.9420890212059021,0.9420979022979736,0.0099173942580828,0.928,0.9400390386581421,0.9400405287742615,0.010099156759679317,0.9363583326339722,0.9363237619400024,0.010790388099829,0.9329,0.9457031488418579,0.9457098245620728,0.00907882023602724,0.9430515766143799,0.9430574178695679,0.00988117512330,0.940234363079071,0.9402514100074768,0.01052739005535841,0.9460780024528503,0.9460861086845398,0.009448292665183544
31,0.931,0.945117175579071,0.9451621770858765,0.009351418353617191,0.9375335574150085,0.9374979734420776,0.01036923285573732,032,0.9525390863418579,0.9525487422943115,0.008718086406588554,0.9468458890914917,0.946857213973999,0.0094466628506779633,33,0.9541015625,0.9541288614273071,0.008575160056352615,0.9443835020065308,0.9443861246109009,0.0095250541344285034,34,0.9544922113418579,0.9545142650604248,0.008567078039050102,0.9427493810653687,0.9427585601806641,0.01009549107402535,0.9457031488418579,0.9457470178604126,0.009707672521471977,0.9253084659576416,0.925140380859375,0.012279591523110867
36,036,0.9501953125,0.950203537940979,0.008792372420430183,0.9466779828071594,0.9466904401779175,0.009501851163804537,037,0.946484386920929,0.9465105533599854,0.009708725847303867,0.9464989304542542,0.9465081691741943,0.009480617009103238,038,0.9482421875,0.9482691884040833,0.009602953679859638,0.9429508447647095,0.9429582357406616,0.009672620333731174
39,0.9458984136581421,0.9459190964698792,0.009949731640517712,0.9379253387451172,0.9378534555435181,0.010270602069795132
40,0.950976550579071,0.9510045051574707,0.009594916366040707,0.9418091773986816,0.9417843818664551,0.00995538476854541,0.41,0.951953113079071,0.9519776105880737,0.009094697423279285,0.9447416663169861,0.9447548389434814,0.00962917972356042,042,0.9505859613418579,0.9506025314331055,0.009432810358703136,0.9431187510490417,0.9431211948394775,0.00965186943,0.94941443,0.942578136920929,0.942585825920105,0.010383202694356441,0.9318812489509583,0.9317558407783508,0.01099496344,0.95351544,0.952343761920929,0.9523594379425049,0.008736390620470047,0.9448311924934387,0.9448397159576416,0.00932482345,0.95292945,0.9517577886581421,0.9517737627029419,0.008893563412129879,0.944058895111084,0.9440572261810303,0.0100081646,0.94628946,0.9496093988418579,0.9496314525604248,0.009161410853266716,0.9386752247810364,0.9385875463485718,0.00947,0.9462890625,047,0.9546874761581421,0.9547019004821777,0.008067690767347813,0.94158536195755,0.9415794610977173,0.009679872542619705
48,0.952343761920929,0.9523482322692871,0.009516059421002865,0.9449095726013184,0.9449089765548706,0.009620080702006817
49,0.9505859613418579,0.9505856037139893,0.008932244032621384,0.9474391341209412,0.9474509954452515,0.008957845158874989
50,0.94921875,0.9492506980895996,0.008611032739281654,0.9466332197189331,0.9466447830200195,0.00907151,0.95742189851,0.9505859613418579,0.9506048560142517,0.00885213166475296,0.9435328841209412,0.9434870481491089,0.00928052,0.95175778852,0.952929675579071,0.9529393315315247,0.008317208848893642,0.947517454624176,0.9475191831588745,0.008945060893893242
53,0.9566406011581421,0.9566459655761719,0.007925494574010372,0.9461631178855896,0.946143627166748,0.0090654,0.958984375,54,0.955859363079071,0.9558590054512024,0.008106927387416363,0.9498567581176758,0.9498685598373413,055,0.949804663658142155,0.9501953125,0.950203001499176,0.008730345405638218,0.9472712278366089,0.9472482204437256,0.009023611433804035
56,0.953125,0.9531285762786865,0.008652308955788612,0.9501141905784607,0.9501262903213501,0.008617080748081207
57,0.953906238079071,0.9539090394973755,0.008120500482618809,0.9507745504379272,0.9507828950881958,0.00853617861866951
58,0.9521484375,0.9521534442901611,0.008710576221346855,0.9483457207679749,0.9483301639556885,0.008770693093538284
59,0.9576171636581421,0.9576199054718018,0.008036570623517036,0.9506626129150391,0.9506747722625732,0.008575044572353363
60,0.9537109136581421,0.9537105560302734,0.009024118073284626,0.9480435252189636,0.9480373859405518,0.00875757448375225
61,0.9537109136581421,0.9537107944488525,0.008834931068122387,0.9509760141372681,0.9509878158569336,0.008487613871693611
62,0.954882800579071,0.9548836946487427,0.008267585188150406,0.9515020847320557,0.9515109062194824,0.008426985703408718
63,0.9517577886581421,0.9517554044723511,0.00844084657728672,0.9499910473823547,0.9499908089637756,0.008552600629627705
