epoch,acc,f1,loss,val_acc,val_f1,val_loss
0,0.6625000238418579,0.669863224029541,0.04433562979102135,0.7370893359184265,0.625529944896698,0.03982557728886604
1,0.7998046875,0.7942489981651306,0.028491565957665443,0.7402043342590332,0.6382877230644226,0.033684927970170975
2,0.8236328363418579,0.8201815485954285,0.02452429197728634,0.8111578822135925,0.7988451719284058,0.025830496102571487
3,0.843945324420929,0.8420489430427551,0.022420931607484818,0.8393529653549194,0.8343300223350525,0.023459427058696747
4,0.8578125238418579,0.8555775284767151,0.020314810797572136,0.8488581776618958,0.8471588492393494,0.022336043417453766
5,0.8779296875,0.8779577016830444,0.018463771790266037,0.7957732081413269,0.8071102499961853,0.03202753886580467
6,0.890625,0.8903590440750122,0.016387462615966797,0.8541466593742371,0.8595351576805115,0.02350934036076069
7,0.901171863079071,0.9009241461753845,0.014568401500582695,0.8758814334869385,0.8713749647140503,0.019679535180330276
8,0.9189453125,0.9193501472473145,0.01350743044167757,0.8964242935180664,0.8973050117492676,0.01647387444972992
9,0.9228515625,0.9227684736251831,0.012548084370791912,0.8988982439041138,0.8959842920303345,0.01610984466969967
10,0.925585925579071,0.9256407618522644,0.011943651363253593,0.9052684307098389,0.9046210050582886,0.014817948453128338
11,0.928906261920929,0.9288945198059082,0.011154086329042912,0.9078024625778198,0.9081341624259949,0.015872152522206306
12,0.923828125,0.9238156080245972,0.011781581677496433,0.905979573726654,0.906227707862854,0.015118954703211784
13,0.9408203363418579,0.9408059120178223,0.009928585030138493,0.9079727530479431,0.908964216709137,0.01577703095972538
14,0.942187488079071,0.942297101020813,0.009772324934601784,0.9070712924003601,0.9051110744476318,0.014528549276292324
15,0.9515625238418579,0.9516524076461792,0.008761141449213028,0.9194611310958862,0.9193282127380371,0.013448430225253105
16,0.9449218511581421,0.9448285102844238,0.00913933478295803,0.9174178838729858,0.9158666133880615,0.013336123898625374
17,0.9527343511581421,0.9528347849845886,0.008125687018036842,0.9197515845298767,0.9202564358711243,0.013953657820820808
18,0.952343761920929,0.952431321144104,0.008248846977949142,0.9029446840286255,0.8980311155319214,0.016163190826773643
19,0.947265625,0.9473104476928711,0.008601730689406395,0.9100461006164551,0.90594482421875,0.016141444444656372
20,0.955273449420929,0.955302894115448,0.007852745242416859,0.9242688417434692,0.9237517714500427,0.012957053259015083
21,0.947070300579071,0.9468820095062256,0.009010208770632744,0.9182091355323792,0.9169354438781738,0.013995379209518433
22,0.9541015625,0.9542088508605957,0.007438119500875473,0.9153345227241516,0.9126195907592773,0.014370094984769821
23,0.952929675579071,0.952881932258606,0.007767140865325928,0.923046886920929,0.9233948588371277,0.013241712003946304
24,0.9525390863418579,0.9526034593582153,0.007749691605567932,0.9225861430168152,0.9233618378639221,0.013911119662225246
25,0.9541015625,0.9540976285934448,0.007897419854998589,0.921013593673706,0.9188463091850281,0.013597921468317509
26,0.9566406011581421,0.9566333293914795,0.007811708841472864,0.9276843070983887,0.9268850684165955,0.01206344086676836
27,0.9593750238418579,0.9595053195953369,0.007213015109300613,0.9250100255012512,0.9250944256782532,0.01280448492616415
28,0.955859363079071,0.9558823108673096,0.007699040230363607,0.9239984154701233,0.9223678112030029,0.013008172623813152
29,0.957812488079071,0.9577406048774719,0.006903425790369511,0.9291967153549194,0.9284399151802063,0.012467627413570881
30,0.9537109136581421,0.9537691473960876,0.00723910192027688,0.9180388450622559,0.9150789976119995,0.015041137114167213
31,0.957812488079071,0.9578447341918945,0.0073994859121739864,0.9311197996139526,0.9302430152893066,0.011494781821966171
32,0.957812488079071,0.9577722549438477,0.007038439624011517,0.9270933270454407,0.9269347190856934,0.012839083559811115
33,0.961132824420929,0.9611877799034119,0.006843489594757557,0.929216742515564,0.9278850555419922,0.011829723604023457
34,0.957812488079071,0.957752525806427,0.006965463049709797,0.9095051884651184,0.9047043323516846,0.01733643375337124
35,0.9603515863418579,0.9604507088661194,0.007059076335281134,0.9230569005012512,0.9210808873176575,0.012638029642403126
36,0.960156261920929,0.9602266550064087,0.007289824075996876,0.9253906011581421,0.9247835278511047,0.012180941179394722
37,0.956835925579071,0.9568862915039062,0.007503359578549862,0.9323117136955261,0.9321495294570923,0.011162355542182922
38,0.9624999761581421,0.9625126123428345,0.006768421735614538,0.9273437261581421,0.9254460334777832,0.012105915695428848
39,0.961718738079071,0.9618244171142578,0.006827065255492926,0.9260316491127014,0.924340009689331,0.012173217721283436
40,0.9652343988418579,0.9652405977249146,0.00601011049002409,0.9349559545516968,0.9340390563011169,0.011198317632079124
41,0.959765613079071,0.959730327129364,0.0069178929552435875,0.9276742935180664,0.9256225824356079,0.012351231649518013
42,0.9642578363418579,0.9643350839614868,0.006492833141237497,0.9320312738418579,0.9308018088340759,0.01150007825344801
43,0.963085949420929,0.9631311893463135,0.006745570804923773,0.9114082455635071,0.9067167639732361,0.01615026593208313
44,0.9652343988418579,0.9652020931243896,0.006052094046026468,0.9289863705635071,0.9279623031616211,0.011774065904319286
45,0.9644531011581421,0.9645279049873352,0.00641193613409996,0.9339743852615356,0.93280029296875,0.011254862882196903
46,0.965624988079071,0.9656515121459961,0.005919136572629213,0.9261819124221802,0.9239581823348999,0.012875229120254517
47,0.9615234136581421,0.9615577459335327,0.006810928229242563,0.9221554398536682,0.9192231893539429,0.013204757124185562
48,0.9623047113418579,0.962266206741333,0.00641868868842721,0.9342748522758484,0.9329336285591125,0.011179606430232525
49,0.9574218988418579,0.9574944376945496,0.007259541191160679,0.9408153295516968,0.9408207535743713,0.009896714240312576
50,0.962695300579071,0.962670087814331,0.007109839469194412,0.9407151341438293,0.9401683807373047,0.00975027959793806
51,0.959765613079071,0.9597655534744263,0.007278100587427616,0.9423778057098389,0.9421862363815308,0.009637509472668171
52,0.9603515863418579,0.9603891968727112,0.007309651467949152,0.9357972741127014,0.9344622492790222,0.010758643038570881
53,0.9613281488418579,0.9613281488418579,0.0066867852583527565,0.9413361549377441,0.9411937594413757,0.009758329018950462
54,0.9560546875,0.9559870958328247,0.007639718241989613,0.9396935105323792,0.9389282464981079,0.010412692092359066
55,0.964648425579071,0.9646875858306885,0.0063282186165452,0.9418169260025024,0.9417288303375244,0.009820775128901005
56,0.961718738079071,0.961739182472229,0.006959141697734594,0.9320513010025024,0.9302434921264648,0.012201149947941303
57,0.9605468511581421,0.9605534672737122,0.007558590266853571,0.9396534562110901,0.9397708773612976,0.010157770477235317
58,0.9603515863418579,0.960468053817749,0.007266770116984844,0.9368589520454407,0.9354690313339233,0.010956569574773312
59,0.962109386920929,0.962134599685669,0.006945379078388214,0.9306190013885498,0.928260087966919,0.011938572861254215
60,0.9664062261581421,0.9665170907974243,0.006442406680434942,0.9427884817123413,0.9427877068519592,0.009610921144485474
61,0.965039074420929,0.9649720788002014,0.006631627678871155,0.9417868852615356,0.9416247010231018,0.00981888733804226
62,0.962890625,0.962890625,0.006621567998081446,0.9442408084869385,0.9439003467559814,0.009554999880492687
63,0.9583984613418579,0.9583947062492371,0.0070556700229644775,0.9411858916282654,0.9409374594688416,0.009811011143028736
64,0.959179699420929,0.9591456651687622,0.007340635173022747,0.9372496008872986,0.9379604458808899,0.010586751624941826
65,0.963671863079071,0.9637227058410645,0.006642966065555811,0.9397535920143127,0.9392825365066528,0.010197687894105911
66,0.9638671875,0.9639549255371094,0.006316877901554108,0.9328625798225403,0.9310123920440674,0.011544376611709595
67,0.96484375,0.9649533033370972,0.006314369849860668,0.9399639368057251,0.939843475818634,0.009879481978714466
68,0.9642578363418579,0.9643046259880066,0.006618840154260397,0.9382912516593933,0.9371157884597778,0.010217411443591118
69,0.958203136920929,0.9581553339958191,0.007278873585164547,0.9441706538200378,0.9441363215446472,0.009426368400454521
70,0.960742175579071,0.9607867002487183,0.006516902707517147,0.9382311701774597,0.9375607967376709,0.010257131420075893
71,0.9609375,0.9610143899917603,0.0064878398552536964,0.9353165030479431,0.9339443445205688,0.011058857664465904
72,0.9576171636581421,0.957658052444458,0.0067445263266563416,0.9321314096450806,0.9307161569595337,0.011555109173059464
73,0.9652343988418579,0.965263843536377,0.006596969906240702,0.9367988705635071,0.9364200234413147,0.010405974462628365
74,0.9599609375,0.9599909782409668,0.0066996351815760136,0.9288762211799622,0.92681884765625,0.012294686399400234
75,0.956250011920929,0.9561110138893127,0.0075696296989917755,0.9194210767745972,0.9158068299293518,0.013360398821532726
76,0.9599609375,0.95987868309021,0.007318146526813507,0.9368889927864075,0.9358723163604736,0.010261672548949718
77,0.9583984613418579,0.9584108591079712,0.007484360598027706,0.9391025900840759,0.9387319087982178,0.010063535533845425
78,0.958203136920929,0.9582271575927734,0.007248036563396454,0.9403345584869385,0.9394947290420532,0.009730049408972263
79,0.958789050579071,0.9588598012924194,0.006966926157474518,0.9336438179016113,0.9318841695785522,0.010867240838706493
80,0.9574218988418579,0.9574705362319946,0.0073046088218688965,0.9377203583717346,0.9365537166595459,0.010078548453748226
81,0.960156261920929,0.9602503776550293,0.006950604263693094,0.9429086446762085,0.9428055286407471,0.009396028704941273
82,0.957812488079071,0.9577710032463074,0.007123472634702921,0.9279046654701233,0.9253527522087097,0.01182817667722702
83,0.9613281488418579,0.961296558380127,0.006975672207772732,0.939142644405365,0.9383717179298401,0.009901992976665497
